PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,SF,Bruno Caboclo (7887187),Bruno Caboclo,7887187,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,PF/C,Kris Humphries (7887212),Kris Humphries,7887212,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,PF,Mike Scott (7887243),Mike Scott,7887243,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,PF,Pascal Siakam (7887245),Pascal Siakam,7887245,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,C,Tiago Splitter (7887283),Tiago Splitter,7887283,3000,Atl@Tor 07:30PM ET,Atl,
,,,,,,,,,C,Jared Sullinger (7887285),Jared Sullinger,7887285,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,C,Jakob Poeltl (7887288),Jakob Poeltl,7887288,3000,Atl@Tor 07:30PM ET,Tor,
,,,,,,,,,PG,Shabazz Napier (7887071),Shabazz Napier,7887071,3000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PG,Tim Quarterman (7887073),Tim Quarterman,7887073,3000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,SF/PF,Luke Babbitt (7887139),Luke Babbitt,7887139,3000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,SF,Derrick Williams (7887188),Derrick Williams,7887188,3000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,SF,Pat Connaughton (7887189),Pat Connaughton,7887189,3000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PF/C,Josh McRoberts (7887213),Josh McRoberts,7887213,3000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PF,Chris Bosh (7887246),Chris Bosh,7887246,3000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PF,Udonis Haslem (7887247),Udonis Haslem,7887247,3000,Mia@Por 10:00PM ET,Mia,
,,,,,,,,,PF,Jake Layman (7887251),Jake Layman,7887251,3000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,PF,Noah Vonleh (7887252),Noah Vonleh,7887252,3000,Mia@Por 10:00PM ET,Por,
,,,,,,,,,C,Festus Ezeli (7887289),Festus Ezeli,7887289,3000,Mia@Por 10:00PM ET,Por,
