"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Aaron Gordon",5400,"Orl@Ind 07:00PM ET",25.000,"Orl"
"PF","Thaddeus Young",5400,"Orl@Ind 07:00PM ET",24.100,"Ind"
"PG","Marcus Smart",5400,"Bos@NO 08:00PM ET",25.792,"Bos"
"C","Steven Adams",5300,"OKC@Det 07:30PM ET",27.175,"OKC"
"PG","Sergio Rodriguez",5300,"Phi@Hou 08:00PM ET",26.417,"Phi"
"PF","Dirk Nowitzki",5300,"Dal@NY 07:30PM ET",26.000,"Dal"
"PF/C","Serge Ibaka",5300,"Orl@Ind 07:00PM ET",25.200,"Orl"
"SF","Justise Winslow",5300,"Mia@SA 08:30PM ET",27.344,"Mia"
"SF","Marcus Morris",5200,"OKC@Det 07:30PM ET",26.550,"Det"
"SG","Eric Gordon",5200,"Phi@Hou 08:00PM ET",26.972,"Hou"
"PF/C","Jahlil Okafor",5200,"Phi@Hou 08:00PM ET",19.781,"Phi"
"PG/SG","Tyler Johnson",5200,"Mia@SA 08:30PM ET",26.219,"Mia"
"PG","Ish Smith",5100,"OKC@Det 07:30PM ET",24.650,"Det"
"SF","Trevor Ariza",5100,"Phi@Hou 08:00PM ET",25.917,"Hou"
"SG","Wesley Matthews",5100,"Dal@NY 07:30PM ET",23.714,"Dal"
"SG","Kentavious Caldwell-Pope",5000,"OKC@Det 07:30PM ET",23.525,"Det"
"C","Nerlens Noel",5000,"Phi@Hou 08:00PM ET",0,"Phi"
"PF","Zach Randolph",5000,"Mem@Uta 09:00PM ET",26.028,"Mem"
"SF/PF","Dario Saric",4900,"Phi@Hou 08:00PM ET",21.167,"Phi"
"PF/C","Clint Capela",4900,"Phi@Hou 08:00PM ET",23.639,"Hou"
"C","Enes Kanter",4800,"OKC@Det 07:30PM ET",23.375,"OKC"
"SF","Chandler Parsons",4800,"Mem@Uta 09:00PM ET",14.833,"Mem"
"PF/C","Kelly Olynyk",4800,"Bos@NO 08:00PM ET",25.417,"Bos"
"PF","Jon Leuer",4700,"OKC@Det 07:30PM ET",22.375,"Det"
"C","Andrew Bogut",4600,"Dal@NY 07:30PM ET",21.125,"Dal"
"C","Joakim Noah",4600,"Dal@NY 07:30PM ET",24.361,"NY"
"PG","Jerryd Bayless",4500,"Phi@Hou 08:00PM ET",0,"Phi"
"PF","Amir Johnson",4500,"Bos@NO 08:00PM ET",19.417,"Bos"
